micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
68091835,-180.18,-731.45,-645.02,3.88,-1.80,0.41,-34.65,3.60,-48.15,
68111846,-200.20,-723.14,-644.04,2.35,-1.13,0.50,-33.75,2.25,-46.65,
68131851,-169.43,-718.75,-674.80,4.84,-4.64,4.20,-34.65,1.80,-46.35,
68151856,-152.34,-717.77,-706.54,13.04,-0.03,6.17,-35.25,3.60,-46.80,
68171861,-182.62,-736.82,-706.54,12.98,5.89,6.58,-32.70,3.75,-46.95,
68191870,-198.73,-713.87,-611.82,17.47,2.31,13.76,-35.25,1.80,-44.70,
68211880,-165.04,-737.30,-725.59,17.95,-9.53,12.79,-33.30,3.00,-46.20,
68231889,-193.36,-722.17,-662.11,19.21,-0.96,11.77,-34.05,1.50,-46.95,
68251899,-200.68,-761.72,-640.62,9.15,3.71,-0.23,-33.90,0.30,-46.35,
68271910,-213.38,-749.51,-583.50,-7.37,5.08,-8.78,-33.15,3.60,-46.35,
68291921,-232.42,-748.05,-601.07,-10.82,-3.22,-0.55,-34.20,2.85,-46.80,
68311927,-208.98,-740.23,-649.90,-1.42,-8.15,-0.53,-33.00,2.70,-44.85,
68331938,-194.82,-725.10,-654.79,1.62,-4.99,-1.25,-33.90,3.90,-46.35,
68351943,-162.60,-740.23,-658.69,3.40,-0.58,-0.76,-33.30,3.00,-47.25,
68371950,-193.36,-740.23,-670.41,-1.22,-0.27,-5.08,-33.15,2.85,-45.75,
68391961,-169.92,-739.75,-686.52,-4.00,2.79,-3.19,-35.25,2.85,-44.70,
68411966,-211.43,-761.23,-635.25,-3.50,-2.18,-2.27,-32.25,1.50,-47.25,
68431977,-200.68,-731.93,-653.81,-8.56,-14.61,-6.21,-34.05,3.75,-47.55,
68451986,-179.20,-726.07,-672.85,4.21,-6.64,1.15,-32.85,3.15,-46.35,
68471992,-198.24,-703.12,-641.11,4.96,-11.04,3.71,-32.85,1.80,-46.05,
68491998,-176.27,-626.95,-640.14,3.80,-6.79,12.64,-33.90,1.35,-45.75,
68512005,-195.31,-760.74,-642.58,6.00,-9.25,4.67,-33.60,1.80,-48.15,
68532014,-249.51,-781.25,-697.75,3.62,1.74,-4.55,-34.50,1.20,-46.65,
68552020,-196.29,-773.44,-705.08,2.37,6.64,-12.26,-33.00,3.00,-47.25,
68572027,-241.21,-829.59,-639.16,5.33,7.15,-8.11,-32.10,2.55,-47.85,
68592032,-221.68,-773.93,-627.44,-1.36,-4.79,-2.34,-33.60,3.60,-47.40,
68612037,-172.36,-691.89,-602.54,1.28,-5.80,5.04,-31.95,3.00,-45.90,
68632049,-192.87,-709.47,-688.48,5.86,1.33,1.18,-33.30,2.70,-46.65,
68652058,-199.71,-723.63,-667.48,8.09,4.15,-5.59,-33.30,3.75,-45.60,
68672068,-185.06,-670.90,-599.61,1.45,3.04,-0.93,-33.75,1.50,-47.25,
68692073,-231.45,-750.98,-651.86,-8.46,-7.79,-0.41,-34.05,1.95,-46.20,
68712077,-221.19,-788.09,-668.95,-8.56,-2.26,-13.01,-33.30,3.75,-45.90,
68732086,-163.09,-763.67,-657.71,-0.66,11.30,-8.73,-33.75,3.75,-46.20,
68752090,-237.79,-779.30,-623.54,-7.04,-3.40,-4.92,-32.85,3.90,-46.35,
68772098,-202.64,-793.95,-663.09,-8.90,-4.00,-11.01,-33.75,2.25,-45.90,
68792110,-176.27,-734.38,-668.95,-6.75,-6.18,-8.82,-34.20,2.85,-46.80,
68812119,-157.71,-699.22,-650.88,1.47,2.73,-3.27,-33.75,2.25,-46.65,
68832129,-167.97,-681.15,-646.00,10.23,4.47,-0.31,-35.55,2.25,-43.80,
68852133,-161.62,-658.20,-624.51,9.10,-0.63,5.57,-33.30,3.00,-46.65,
68872138,-208.01,-713.87,-685.55,6.93,6.78,-0.41,-33.75,3.45,-46.65,
68892150,-209.47,-735.84,-626.46,6.90,8.90,1.18,-33.90,2.85,-46.05,
68912162,-196.78,-744.14,-641.11,6.82,6.75,-0.24,-34.05,3.00,-45.90,
68932173,-252.44,-788.57,-633.79,7.92,2.12,-4.82,-33.75,2.70,-46.95,
68952178,-199.71,-767.58,-655.76,6.32,-2.00,-0.85,-33.00,3.00,-46.20,
68972183,-206.05,-760.25,-641.11,3.79,-0.23,2.14,-35.70,2.10,-45.30,
68992192,-179.20,-764.65,-627.44,-1.33,-0.64,4.05,-34.20,3.60,-45.75,
69012201,-191.41,-759.77,-621.09,-3.18,-4.84,0.56,-33.90,4.35,-46.35,
69032210,-173.83,-770.02,-655.27,-7.71,-1.66,-2.75,-35.70,3.15,-45.30,
69052219,-167.48,-753.42,-654.30,-2.58,0.64,-0.60,-35.85,3.00,-45.90,
69072229,-199.22,-763.67,-608.89,1.85,4.58,-0.37,-34.80,3.45,-45.15,
69092240,-180.18,-717.77,-626.95,1.08,1.77,-0.32,-33.60,3.90,-48.15,
69112247,-177.73,-734.86,-613.28,2.98,1.10,-0.79,-33.75,2.25,-44.55,
69132254,-186.52,-725.59,-647.46,3.66,7.39,3.01,-34.50,2.70,-46.20,
69152263,-225.59,-775.88,-642.58,5.88,2.98,-0.23,-34.05,1.50,-47.25,
69172270,-210.94,-771.48,-646.97,5.88,5.89,-3.40,-34.50,4.20,-46.20,
69192281,-221.68,-753.42,-635.74,1.33,4.75,-4.69,-33.15,3.60,-44.70,
69212291,-224.61,-751.95,-611.33,-1.19,4.21,-3.08,-35.70,2.10,-44.70,
69232295,-223.63,-766.11,-610.35,-2.76,-2.18,-5.44,-35.70,3.15,-43.05,
69252304,-194.82,-731.93,-602.05,-2.29,-4.27,-7.16,-34.65,2.55,-45.30,
69272311,-158.20,-721.68,-660.16,-9.11,-1.24,-11.30,-34.80,3.00,-45.15,
69292321,-173.83,-753.42,-601.56,-6.06,10.06,-12.67,-34.65,2.85,-45.30,
69312332,-183.59,-721.19,-643.07,-3.98,10.08,-12.53,-34.20,4.35,-45.30,
69332340,-191.41,-749.02,-635.74,-4.56,2.12,-6.58,-35.25,2.10,-45.30,
69352350,-165.53,-765.14,-650.88,-4.20,-1.25,-4.18,-34.50,3.00,-45.90,
69372355,-140.62,-746.58,-676.76,-2.29,0.37,-2.47,-35.10,2.70,-46.20,
69392361,-172.85,-751.95,-653.32,-4.61,0.00,-2.44,-34.80,3.75,-47.25,
69412373,-154.30,-727.54,-651.37,-1.54,-0.73,-0.66,-36.15,3.00,-45.60,
69432379,-154.79,-727.05,-612.30,-0.89,-1.54,0.70,-35.10,3.75,-45.90,
69452388,-162.60,-740.72,-632.32,0.35,-4.40,4.20,-36.15,4.50,-45.90,
69472399,-173.83,-755.86,-646.97,-1.62,-3.98,0.92,-34.80,4.50,-46.20,
69492403,-148.44,-755.37,-664.55,-5.08,1.19,-1.94,-35.25,3.90,-47.10,
69512410,-150.39,-735.84,-656.25,-3.08,4.09,1.54,-34.50,3.75,-46.20,
69532417,-154.79,-728.52,-673.34,-0.38,1.36,4.63,-35.85,3.45,-47.25,
69552427,-135.74,-749.51,-680.66,1.02,4.70,4.70,-37.20,3.45,-46.65,
69572436,-159.18,-745.12,-659.18,3.19,4.69,2.21,-37.50,1.80,-43.95,
69592441,-182.62,-746.58,-644.53,-2.29,2.75,1.36,-34.05,3.45,-45.90,
69612448,-193.36,-755.37,-646.00,-4.26,2.37,-4.06,-33.90,3.60,-46.35,
69632458,-175.78,-762.21,-640.62,-2.46,4.14,-3.04,-35.55,3.00,-46.95,
69652464,-202.15,-770.02,-630.86,-2.11,0.50,-0.93,-34.50,4.20,-46.65,
69672475,-214.84,-766.60,-623.05,1.04,0.06,-3.47,-34.80,3.00,-46.65,
69692486,-190.92,-721.19,-640.14,-0.69,-2.38,-2.82,-36.00,1.80,-46.05,
69712491,-142.09,-720.21,-663.57,4.21,-0.21,-2.21,-36.00,1.80,-44.70,
69732502,-175.29,-730.96,-637.70,6.17,1.85,-0.47,-35.55,3.00,-46.65,
69752507,-167.48,-687.99,-632.81,0.37,-1.54,1.33,-34.80,4.20,-45.90,
69772514,-174.80,-707.03,-640.62,3.69,-6.81,5.42,-34.95,2.55,-47.85,
69792526,-184.57,-741.70,-681.15,-1.36,-6.67,5.53,-34.05,3.00,-47.55,
69812534,-177.25,-752.93,-674.80,-3.05,-5.94,4.82,-33.90,3.15,-46.80,
69832546,-200.20,-783.20,-670.90,-2.58,-7.86,5.25,-34.65,2.85,-46.80,
69852557,-192.87,-759.77,-652.34,-2.11,-2.11,-3.36,-35.85,3.75,-45.60,
69872561,-171.88,-719.24,-641.60,-2.18,0.02,-5.48,-36.45,3.15,-43.95,
69892567,-165.04,-716.80,-660.16,1.48,1.07,-1.82,-35.55,2.70,-46.65,
69912577,-191.89,-702.15,-603.52,2.90,1.95,2.73,-33.90,3.90,-46.35,
69932584,-188.48,-733.40,-644.53,1.27,1.22,-2.60,-34.80,4.20,-46.65,
69952589,-191.41,-767.58,-658.20,-1.74,0.66,-2.98,-34.05,3.75,-46.20,
69972597,-185.55,-775.88,-695.80,-2.98,-3.60,3.62,-34.65,3.15,-47.10,
69992609,-203.12,-776.86,-684.08,1.44,-1.79,-0.43,-33.60,3.90,-47.10,
70012619,-180.18,-718.75,-665.04,0.37,-0.52,-0.34,-34.50,2.25,-46.20,
70032628,-170.41,-729.00,-637.21,-1.66,0.14,-3.28,-35.85,3.75,-45.60,
70052637,-186.52,-714.36,-621.58,-1.74,2.12,-1.28,-34.95,3.90,-46.80,
70072645,-184.57,-729.49,-632.81,3.25,5.83,-3.92,-36.45,4.35,-47.10,
70092653,-202.15,-739.75,-633.79,4.50,1.54,0.82,-34.95,3.60,-46.35,
70112665,-191.89,-771.97,-652.83,4.89,1.08,-3.34,-34.95,3.15,-47.40,
70132671,-180.18,-776.37,-679.69,4.52,4.55,-2.56,-35.85,2.70,-44.10,
70152678,-168.95,-760.74,-660.64,2.15,6.29,-8.11,-34.20,3.60,-45.30,
70172688,-161.62,-749.51,-636.23,-2.55,4.29,-5.28,-34.65,4.65,-46.05,
70192700,-175.29,-708.50,-641.11,-0.08,-2.49,-7.86,-35.25,2.55,-46.35,
70212707,-159.67,-719.24,-646.97,-5.60,4.55,-11.31,-35.70,3.15,-46.05,
70232715,-165.53,-694.34,-630.37,-6.14,9.80,-11.98,-35.10,2.70,-45.15,
70252720,-188.48,-723.14,-640.62,-5.39,4.75,-8.67,-35.10,4.50,-46.20,
70272728,-162.60,-745.12,-615.23,-2.70,-2.76,-5.89,-36.45,3.90,-45.00,
70292734,-118.16,-714.36,-665.04,2.50,-5.47,-2.93,-34.65,4.35,-45.75,
70312741,-119.63,-736.33,-684.57,-3.30,0.02,-2.73,-36.00,2.55,-46.35,
70332747,-119.14,-724.12,-673.83,-2.12,2.60,-1.76,-35.55,4.20,-49.05,
70352757,-126.46,-735.84,-691.89,1.56,3.11,1.73,-35.25,3.15,-47.10,
70372767,-128.91,-744.14,-676.76,1.74,2.35,5.39,-35.85,3.00,-47.55,
70392775,-145.51,-750.98,-671.39,-0.35,1.82,2.67,-35.25,3.60,-46.80,
70412786,-152.34,-762.70,-678.71,-4.58,1.18,1.22,-36.45,2.85,-45.30,
70432793,-141.11,-765.14,-653.81,-3.15,2.85,-0.73,-36.00,2.10,-45.30,
70452801,-147.46,-745.61,-668.46,-1.13,0.53,1.45,-34.05,3.75,-46.95,
70472806,-137.70,-735.84,-670.41,-3.33,1.01,1.05,-36.45,3.15,-47.40,
70492817,-152.83,-744.63,-658.20,-0.56,1.30,0.66,-36.15,4.80,-46.65,
70512826,-157.71,-755.37,-661.62,-2.40,0.58,-1.97,-35.85,3.75,-46.95,
70532831,-156.25,-726.56,-662.60,-0.73,-1.45,3.02,-35.10,3.00,-48.00,
70552838,-162.11,-735.35,-655.27,2.34,4.11,4.14,-35.70,2.55,-47.40,
70572850,-159.67,-719.73,-638.18,5.65,2.24,2.06,-35.85,4.50,-45.15,
70592857,-179.20,-739.26,-615.72,1.69,-1.44,4.73,-35.25,2.85,-46.05,
70612862,-170.41,-756.84,-644.04,-1.62,-0.41,-0.96,-34.80,3.75,-47.25,
70632873,-162.60,-746.09,-643.55,-0.60,0.18,1.53,-34.65,1.80,-48.15,
70652878,-153.32,-732.42,-642.09,4.67,3.83,1.95,-35.25,5.40,-46.80,
70672885,-161.62,-704.59,-628.91,3.42,0.84,1.85,-34.95,3.15,-48.15,
70692892,-151.86,-704.10,-646.00,2.12,-1.28,6.78,-34.95,4.35,-45.75,
70712904,-168.46,-758.79,-663.09,2.08,-5.04,5.88,-35.10,1.95,-45.15,
70732916,-156.25,-764.16,-685.06,-4.02,-2.12,2.56,-35.55,3.75,-46.95,
70752921,-181.64,-783.20,-676.76,-1.51,-0.67,-0.98,-36.00,1.35,-44.40,
70772929,-174.80,-750.49,-668.95,-3.04,2.52,-0.84,-34.65,3.15,-46.35,
70792935,-152.34,-703.61,-656.74,-0.31,4.12,-0.69,-33.60,3.90,-45.75,
70812942,-154.30,-694.34,-620.12,5.62,5.04,2.08,-35.70,3.60,-47.10,
70832951,-151.86,-700.20,-646.97,2.58,1.80,1.10,-35.55,3.45,-46.65,
70852961,-187.01,-745.61,-656.74,1.92,2.00,-0.56,-36.75,2.85,-45.00,
70872971,-183.59,-772.46,-680.66,-0.70,3.48,-2.00,-34.20,4.35,-45.75,
70892975,-174.80,-780.27,-678.71,-1.71,4.43,-4.32,-34.50,2.70,-45.90,
70912981,-186.52,-771.48,-678.71,-3.69,1.92,-6.47,-36.45,3.60,-46.05,
70932993,-176.27,-728.03,-639.16,-2.87,1.82,-7.19,-34.80,4.50,-46.20,
70952999,-184.08,-714.84,-611.33,-0.43,6.05,-7.11,-34.95,3.60,-47.85,
70973010,-187.01,-699.22,-574.22,-2.75,-3.34,-8.23,-36.45,4.35,-46.35,
70993017,-180.66,-726.07,-629.39,-7.68,-3.08,-8.81,-34.65,2.55,-46.80,
71013024,-182.62,-719.73,-639.16,-12.56,-5.25,-13.19,-37.80,2.55,-45.00,
71033028,-165.04,-707.03,-637.21,-15.27,-6.05,-14.14,-35.70,4.65,-46.80,
71053037,-164.06,-718.26,-626.46,-12.46,-4.72,-10.02,-35.70,2.85,-48.15,
71073045,-146.00,-707.52,-672.85,-16.75,-12.61,-12.44,-36.15,3.75,-46.95,
71093051,-149.41,-709.47,-717.77,-22.41,-5.95,-12.08,-35.70,3.60,-48.15,
71113060,-146.48,-704.59,-691.41,-20.72,-2.21,-12.46,-36.90,5.55,-49.05,
71133070,-184.57,-711.43,-714.84,-23.76,1.97,-15.07,-37.20,6.00,-50.40,
71153080,-166.02,-693.85,-692.87,-27.80,-1.18,-18.08,-37.80,3.60,-47.10,
71173087,-151.37,-709.96,-644.04,-30.44,2.53,-18.00,-37.65,3.75,-49.35,
71193097,-152.34,-691.41,-727.05,-36.66,-3.42,-28.24,-37.80,6.90,-49.20,
71213104,-119.63,-660.16,-772.95,-43.63,11.05,-33.24,-38.10,6.15,-50.55,
71233112,-93.26,-667.97,-712.40,-50.05,1.74,-37.13,-36.60,7.05,-49.05,
71253122,-92.29,-655.27,-735.84,-50.66,0.02,-34.76,-39.15,7.20,-50.25,
71273131,-68.85,-666.99,-755.37,-54.78,-4.26,-34.00,-37.95,7.35,-50.40,
71293142,-106.93,-668.46,-766.60,-58.99,-1.25,-38.70,-39.00,7.80,-50.40,
71313154,-88.87,-621.58,-785.64,-61.59,-3.97,-42.66,-40.20,9.45,-52.95,
71333161,-133.79,-628.42,-877.44,-54.58,2.82,-44.08,-41.70,8.40,-55.50,
71353166,-63.48,-623.54,-822.75,-50.18,-3.42,-42.55,-39.75,10.35,-53.55,
71373176,-83.50,-580.57,-826.17,-45.48,0.09,-40.41,-40.50,10.65,-55.20,
71393186,-44.92,-573.73,-820.31,-38.87,-7.91,-35.08,-40.80,10.65,-54.60,
71413194,-64.94,-594.24,-923.83,-25.01,-14.84,-34.72,-43.65,11.85,-55.95,
71433199,-41.99,-574.22,-876.95,-10.93,-8.60,-26.29,-42.60,13.20,-56.25,
71453210,-10.74,-550.78,-877.44,-5.92,-14.69,-25.56,-41.85,12.60,-55.95,
71473216,-38.57,-551.76,-902.83,4.40,-14.14,-19.82,-42.45,12.75,-56.10,
71493224,-16.60,-540.53,-835.94,8.90,-10.87,-12.34,-41.55,13.65,-57.00,
71513236,-35.64,-523.44,-831.54,6.11,-10.11,-14.05,-42.60,13.95,-56.70,
71533248,-50.29,-539.55,-811.52,4.37,-11.40,-15.68,-43.05,12.75,-57.90,
71553252,-75.68,-535.16,-798.83,1.74,-9.91,-20.37,-44.10,13.50,-55.05,
71573258,-77.15,-534.18,-775.88,1.92,-11.57,-24.52,-41.40,13.80,-57.45,
71593263,-71.78,-511.72,-805.18,4.15,-9.08,-17.95,-42.45,14.55,-57.45,
71613272,-88.38,-506.84,-789.06,4.85,-8.32,-17.57,-41.85,14.70,-56.70,
71633279,-92.29,-523.93,-805.18,10.09,-8.66,-12.09,-43.50,13.50,-56.85,
71653286,-98.14,-524.90,-780.76,8.52,-7.07,-7.89,-42.90,14.40,-56.25,
71673292,-121.58,-526.86,-759.77,7.85,-7.02,-12.98,-43.65,13.95,-56.25,
71693302,-89.84,-511.23,-765.62,-1.30,-11.65,-15.71,-43.65,13.20,-56.70,
71713314,-107.42,-527.34,-723.63,-7.47,-6.92,-16.60,-44.10,12.30,-55.80,
71733324,-84.47,-498.54,-717.29,-10.78,-8.49,-19.16,-43.65,12.60,-55.20,
71753332,-72.75,-520.02,-697.75,-11.47,-8.89,-16.73,-43.50,13.50,-57.15,
71773342,-31.25,-508.79,-725.10,-18.84,-6.84,-19.08,-44.85,13.80,-56.10,
71793348,-45.90,-539.55,-705.57,-21.31,-3.31,-23.11,-43.80,14.55,-57.45,
71813356,-38.09,-497.07,-721.68,-24.93,-4.73,-19.21,-43.95,13.95,-57.00,
71833363,-36.62,-525.39,-776.86,-20.96,-12.96,-17.66,-44.70,14.70,-57.75,
71853368,-26.37,-532.71,-826.17,-23.71,-12.02,-17.15,-43.95,15.90,-56.70,
71873379,-47.36,-548.83,-885.74,-27.07,-13.34,-15.92,-43.80,17.85,-58.95,
71893386,-34.18,-582.03,-918.95,-27.22,-11.62,-14.60,-44.10,17.10,-58.95,
71913395,-37.11,-553.71,-917.48,-21.76,-13.21,-12.02,-43.50,17.55,-60.00,
71933404,-32.23,-521.48,-876.46,-18.75,-9.89,-7.11,-43.50,17.85,-60.00,
71953415,-31.74,-536.13,-905.27,-17.07,-14.50,-8.50,-44.55,17.10,-60.60,
71973422,-8.79,-518.07,-868.16,-23.01,-4.03,-14.14,-45.00,16.95,-58.65,
71993428,22.46,-460.45,-809.57,-23.98,2.52,-14.03,-44.70,19.05,-60.15,
72013440,37.60,-378.42,-752.44,-19.02,5.66,-7.34,-43.95,18.75,-60.45,
72033452,76.17,-335.94,-726.56,-16.32,7.19,-3.62,-43.95,18.75,-60.75,
72053461,66.41,-346.19,-752.93,-17.16,4.09,-6.27,-44.40,20.25,-61.20,
72073472,54.20,-364.75,-775.88,-20.14,7.83,-11.95,-44.70,20.25,-60.15,
72093482,38.09,-347.66,-807.62,-25.39,0.32,-11.02,-44.40,19.05,-61.50,
72113486,4.88,-403.32,-889.16,-25.22,-7.04,-8.21,-44.85,18.60,-58.95,
72133493,-25.39,-430.18,-952.15,-21.95,-10.49,-8.89,-43.95,21.00,-61.50,
72153499,-38.57,-460.94,-992.68,-27.91,-19.34,-14.92,-44.10,18.90,-62.70,
72173511,-32.23,-502.93,-1065.92,-30.87,-24.43,-24.90,-43.65,20.25,-62.55,
72193516,-23.93,-469.73,-1057.62,-32.78,-22.55,-28.53,-43.50,21.45,-62.70,
72213524,8.79,-415.04,-979.49,-27.69,-26.14,-24.53,-44.70,22.80,-63.30,
72233536,6.84,-386.72,-925.78,-20.08,-24.46,-26.41,-44.10,23.40,-63.75,
72253547,23.44,-332.52,-825.68,-18.82,-27.65,-27.94,-45.60,23.70,-64.05,
72273558,37.60,-318.36,-834.96,-16.98,-28.82,-26.67,-44.70,23.10,-63.30,
72293568,3.91,-323.24,-813.48,-18.50,-30.53,-28.53,-44.40,24.30,-62.85,
72313579,-24.41,-357.42,-860.84,-16.21,-31.83,-33.53,-42.45,25.50,-64.80,
72333586,-51.76,-351.07,-901.86,-12.58,-30.47,-34.14,-44.10,25.20,-65.85,
72353592,-19.04,-287.60,-861.33,-10.79,-25.54,-35.19,-43.05,25.50,-67.20,
72373601,-58.59,-236.33,-834.96,-10.49,-19.36,-33.89,-42.75,25.20,-65.55,
72393613,-56.64,-258.30,-814.45,-11.53,-21.40,-33.10,-43.65,25.35,-64.95,
72413625,-43.95,-210.94,-795.90,-10.44,-16.40,-29.80,-42.90,27.90,-65.70,
72433636,-74.71,-232.91,-833.50,-10.02,-15.98,-22.75,-43.50,28.50,-65.55,
72453646,-115.23,-229.00,-831.05,-14.82,-14.55,-20.85,-42.45,26.55,-67.20,
72473657,-134.28,-249.51,-887.70,-19.18,-18.31,-15.86,-42.60,28.95,-67.80,
72493665,-184.57,-304.69,-923.83,-26.81,-17.98,-10.95,-43.05,28.80,-67.20,
72513675,-175.78,-353.52,-933.11,-25.39,-22.27,-7.05,-43.65,29.40,-67.80,
72533681,-207.52,-413.09,-947.27,-25.94,-22.02,-8.12,-43.35,28.95,-66.75,
72553690,-215.33,-460.94,-974.12,-34.18,-21.18,-11.13,-43.65,29.70,-69.15,
72573695,-188.96,-462.89,-1001.46,-41.08,-24.98,-19.88,-41.40,30.30,-68.25,
72593707,-155.76,-393.55,-953.61,-42.92,-18.52,-26.87,-41.55,31.95,-68.40,
72613711,-141.11,-310.06,-983.40,-35.48,-15.77,-19.71,-41.85,32.25,-68.40,
72633720,-138.18,-315.43,-949.71,-28.14,-20.50,-12.81,-41.55,32.25,-68.10,
72653729,-127.93,-239.75,-948.24,-16.11,-17.89,-6.78,-42.15,33.00,-68.40,
72673734,-112.30,-252.44,-916.99,-12.84,-16.32,-5.28,-41.10,31.50,-67.35,
72693739,-155.27,-243.65,-950.20,-18.89,-16.47,-5.88,-42.60,33.00,-66.30,
72713747,-149.90,-235.35,-983.40,-26.69,-13.71,-9.63,-42.45,32.85,-69.60,
72733753,-185.06,-263.67,-1024.90,-29.19,-11.91,-10.05,-40.95,32.85,-69.60,
72753762,-190.43,-263.18,-1057.13,-24.69,-8.08,-9.73,-40.80,35.55,-68.10,
72773767,-186.52,-264.16,-1065.92,-22.89,-6.78,-10.69,-40.65,35.10,-69.60,
72793776,-159.18,-235.35,-1048.34,-21.08,-1.94,-12.32,-40.50,37.05,-69.15,
72813782,-146.48,-206.54,-1032.71,-22.82,6.61,-10.87,-41.40,36.45,-69.60,
72833789,-140.62,-163.09,-1050.29,-24.11,11.40,-6.32,-39.90,37.65,-69.30,
72853794,-165.53,-189.94,-1041.50,-17.53,15.88,1.50,-40.20,37.20,-70.65,
72873801,-169.92,-153.32,-1030.27,-10.79,15.51,7.02,-40.95,37.65,-69.00,
72893811,-157.71,-184.08,-1003.91,-10.29,13.27,15.39,-41.70,37.65,-69.30,
72913821,-139.16,-187.50,-1000.49,-10.12,16.03,18.12,-41.55,38.85,-69.45,
72933828,-126.46,-203.61,-983.89,-10.03,13.47,24.40,-42.75,36.15,-68.55,
72953837,-118.65,-240.72,-1021.48,-9.05,12.89,28.49,-41.55,37.80,-67.35,
72973843,-167.48,-258.79,-1027.34,-3.92,14.98,34.11,-40.50,38.55,-69.45,
72993851,-140.14,-242.68,-1039.06,-7.10,13.31,31.16,-40.05,36.60,-67.80,
73013859,-115.23,-206.05,-1010.25,-10.70,12.78,25.68,-42.90,36.00,-68.85,
73033867,-83.50,-185.06,-1032.71,-12.73,11.11,24.85,-43.65,37.80,-68.10,
73053873,-117.19,-225.10,-1020.51,-5.37,12.35,31.76,-42.60,36.30,-68.40,
73073878,-142.58,-224.61,-957.52,11.62,9.60,34.99,-43.95,36.00,-68.10,
73093885,-174.32,-212.89,-982.42,20.15,3.57,41.66,-42.45,35.40,-68.55,
73113890,-179.69,-234.38,-997.07,22.89,3.56,39.19,-41.70,36.15,-69.00,
73133899,-156.25,-211.91,-1026.86,17.42,2.75,27.73,-42.90,34.50,-66.75,
73153910,-178.22,-217.29,-1038.57,0.81,12.96,14.84,-42.75,34.35,-66.60,
73173920,-183.59,-227.05,-1027.34,-9.30,6.81,5.01,-42.90,34.80,-68.85,
73193925,-180.66,-235.35,-1063.48,-9.86,7.33,0.82,-42.75,34.65,-68.25,
73213935,-165.04,-188.96,-1040.53,-5.05,7.54,-2.17,-43.65,35.25,-67.05,
73233947,-128.42,-117.19,-1037.11,-2.72,8.37,-0.37,-42.75,33.15,-67.95,
73253956,-115.72,-98.14,-1012.70,-2.89,7.73,3.11,-44.10,35.40,-67.50,
73273968,-113.28,-64.45,-963.87,-3.16,7.48,5.65,-43.05,33.90,-67.20,
73293974,-150.39,-120.61,-996.58,-1.13,2.66,6.61,-43.80,34.65,-67.20,
73313979,-143.07,-160.16,-995.61,2.95,0.34,7.77,-41.40,34.65,-66.60,
73333987,-157.71,-197.27,-972.17,7.82,0.24,11.51,-45.45,34.05,-66.30,
73353992,-133.30,-211.43,-983.89,6.58,-2.06,6.72,-43.80,32.85,-65.55,
73373998,-139.65,-255.86,-994.63,4.05,0.64,2.09,-44.55,33.90,-67.20,
73394005,-84.47,-237.30,-964.84,-3.33,4.14,-4.14,-43.95,32.70,-65.70,
73414017,-43.95,-203.12,-956.05,-1.91,2.27,-8.52,-41.85,33.00,-65.70,
73434025,-38.09,-176.27,-969.24,-2.61,-0.11,-9.76,-42.15,33.00,-67.80,
73454037,-33.20,-170.41,-997.56,2.53,1.45,-9.73,-44.55,33.60,-68.25,
73474049,-44.43,-167.97,-1001.95,1.10,0.93,-5.13,-41.85,34.05,-67.05,
73494059,-84.47,-177.73,-1031.25,7.19,-1.69,-1.25,-43.05,35.10,-66.90,
73514063,-93.26,-171.39,-974.12,6.50,2.21,-1.24,-44.85,34.35,-65.55,
73534072,-97.66,-148.44,-962.40,4.70,1.86,-1.47,-43.50,34.65,-66.90,
73554081,-135.74,-150.88,-945.80,5.53,-1.25,-2.31,-43.65,33.45,-68.40,
73574090,-133.30,-164.55,-949.22,2.32,1.97,-4.81,-41.85,33.45,-68.85,
73594099,-107.91,-179.69,-968.75,3.39,-2.15,-4.66,-42.60,34.50,-68.40,
73614111,-84.96,-170.90,-986.33,5.51,-1.07,-7.31,-43.65,33.45,-67.35,
73634122,-87.89,-145.02,-991.70,5.66,-0.38,-4.81,-44.55,34.35,-67.20,
73654128,-83.50,-142.58,-965.82,7.57,-0.99,0.17,-44.55,33.90,-67.20,
73674137,-91.31,-138.67,-947.27,2.52,2.60,1.42,-43.65,34.50,-66.75,
73694146,-90.82,-169.43,-964.84,-0.70,-2.69,0.67,-43.50,32.85,-67.95,
73714154,-90.33,-202.15,-965.82,-1.40,0.84,-4.21,-43.05,34.35,-66.90,
73734159,-78.61,-208.01,-990.72,-3.11,0.81,-7.37,-43.65,32.25,-67.05,
73754166,-90.33,-183.11,-1009.28,0.50,0.37,-6.20,-44.40,35.25,-68.10,
73774176,-86.91,-173.83,-978.52,2.06,0.76,-1.31,-43.35,33.75,-67.35,
73794188,-98.63,-166.50,-958.98,6.43,0.08,-1.79,-44.40,32.70,-67.35,
73814198,-97.66,-159.18,-950.68,3.98,-2.03,0.37,-43.95,34.05,-67.05,
73834204,-110.35,-186.52,-986.33,0.15,-0.24,-4.47,-44.10,34.35,-67.95,
73854216,-91.31,-188.96,-986.33,-4.58,-2.79,-5.86,-44.85,33.15,-66.15,
73874225,-78.12,-213.38,-1018.55,-5.22,-0.69,-10.12,-44.10,33.15,-69.00,
73894232,-52.73,-216.31,-1019.53,-7.04,2.03,-7.62,-43.05,34.35,-67.95,
