micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
480500518,-721.68,-289.55,-604.49,4.23,-1.37,2.95,10.35,25.65,-38.25,
480520530,-736.33,-294.43,-615.72,0.84,0.58,1.68,10.35,28.20,-39.60,
480540540,-726.07,-302.73,-615.23,0.67,-2.40,2.24,10.95,27.30,-39.45,
480560546,-722.17,-310.55,-609.38,1.56,0.60,-0.41,10.95,26.25,-41.25,
480580557,-738.28,-294.92,-625.49,-2.60,1.28,-1.15,11.40,26.85,-40.35,
480600568,-735.35,-289.06,-613.28,-0.32,3.10,0.11,10.20,27.30,-39.75,
480620575,-731.93,-289.06,-603.03,-1.30,2.46,-2.64,9.45,26.25,-38.10,
480640584,-737.30,-293.46,-599.61,-1.65,1.98,-2.20,10.05,26.85,-39.30,
480660593,-738.28,-295.90,-612.30,-0.14,1.08,-0.40,11.85,27.15,-41.10,
480680604,-731.45,-282.71,-613.77,0.20,0.37,-1.98,11.55,27.00,-39.45,
480700614,-736.33,-288.57,-597.17,-1.42,3.22,-2.02,11.40,27.90,-41.40,
480720621,-735.84,-289.06,-618.65,-0.98,-0.11,-0.73,11.25,26.85,-40.65,
480740626,-730.47,-297.36,-607.42,-2.37,-0.29,-2.56,12.00,25.95,-40.20,
480760638,-726.56,-297.36,-622.56,0.78,2.52,0.20,9.30,26.85,-38.25,
480780647,-723.63,-298.83,-603.03,-0.37,4.55,-2.18,11.55,26.25,-40.50,
480800651,-726.56,-288.57,-607.91,-1.24,2.82,-2.14,12.00,27.00,-41.25,
480820658,-733.89,-276.37,-623.54,-0.15,-0.20,1.80,11.85,27.60,-41.10,
480840665,-732.42,-296.39,-605.96,1.54,-0.70,1.22,10.05,27.15,-40.05,
480860672,-726.56,-297.36,-603.52,2.61,-1.76,2.05,10.50,27.75,-40.50,
480880678,-733.89,-283.69,-613.28,2.06,-1.68,2.73,10.35,27.15,-39.30,
480900686,-728.03,-298.83,-616.21,0.02,-1.08,1.74,10.05,24.90,-39.30,
480920697,-735.35,-286.62,-619.14,0.11,-0.03,0.63,11.10,27.15,-40.05,
480940707,-725.59,-294.43,-615.72,0.92,0.78,0.08,11.25,27.00,-40.50,
480960713,-734.38,-286.62,-605.47,1.18,-1.02,1.45,12.00,28.05,-40.80,
480980722,-728.52,-295.90,-606.45,-0.82,-1.77,0.32,11.10,27.90,-41.10,
481000726,-729.49,-292.48,-610.35,1.86,-2.21,-0.35,11.40,27.60,-41.70,
481020736,-739.26,-284.67,-606.45,2.78,-0.23,0.38,12.15,26.10,-41.70,
481040740,-734.38,-285.16,-606.45,1.92,1.57,1.77,11.40,27.15,-40.35,
481060751,-735.35,-304.20,-612.79,0.40,-0.09,0.27,9.30,27.15,-39.60,
481080760,-732.91,-289.06,-617.19,0.90,0.03,0.85,11.25,26.55,-40.50,
481100766,-739.26,-302.73,-625.00,0.34,2.82,-0.90,11.40,26.85,-41.10,
481120771,-728.03,-292.48,-607.91,-1.53,1.53,-1.98,11.55,27.30,-40.80,
481140782,-721.19,-295.90,-612.30,0.46,2.50,-2.89,10.35,24.60,-39.30,
481160791,-731.93,-295.41,-612.30,-1.91,3.40,-0.90,11.55,27.75,-41.85,
481180797,-729.00,-298.34,-613.77,0.32,-1.04,-2.75,10.20,27.00,-42.30,
481200804,-730.47,-277.83,-612.79,0.11,-0.72,-0.81,9.00,26.85,-39.00,
481220813,-732.42,-293.46,-600.59,-0.75,1.69,-1.21,11.85,27.60,-40.35,
481240820,-727.05,-297.85,-617.19,-1.07,-1.05,-0.43,10.35,26.40,-40.35,
481260826,-729.49,-299.80,-610.35,-0.50,1.65,-0.55,10.65,28.65,-40.65,
481280834,-729.98,-299.32,-612.30,0.18,1.62,-2.52,11.40,26.10,-40.35,
481300842,-730.47,-293.46,-608.40,0.41,1.27,-0.44,11.10,27.90,-40.65,
481320849,-732.42,-292.97,-605.47,-0.50,2.84,-2.06,11.10,27.60,-39.30,
481340854,-725.10,-279.30,-607.42,-0.89,1.33,-2.20,11.10,26.85,-39.60,
481360866,-731.45,-286.13,-608.40,-1.77,1.16,-2.05,11.55,26.55,-40.20,
481380873,-748.54,-288.57,-612.30,1.59,0.89,-0.79,10.65,27.60,-39.60,
481400884,-731.93,-291.99,-611.33,0.05,-0.50,-2.41,11.25,27.30,-40.50,
481420890,-731.93,-292.48,-603.52,0.90,-0.14,-0.52,10.50,26.25,-40.50,
481440902,-742.68,-294.43,-607.91,1.31,0.47,1.57,12.15,27.90,-40.05,
481460908,-728.52,-290.04,-612.79,3.97,-1.47,1.51,11.10,26.40,-40.65,
481480919,-724.12,-284.18,-614.26,0.92,-1.05,0.21,10.20,27.75,-39.45,
481500928,-732.91,-285.64,-614.75,3.30,-2.09,1.63,10.65,26.40,-39.60,
481520937,-737.79,-288.57,-604.98,2.15,-0.82,1.36,11.25,26.55,-41.25,
481540942,-731.45,-287.60,-608.89,1.53,-1.01,1.65,11.40,27.90,-41.10,
481560948,-728.52,-285.64,-616.21,-0.27,0.99,3.08,10.05,26.40,-41.10,
481580953,-732.42,-268.55,-615.72,3.11,-0.05,2.46,10.95,27.00,-40.20,
481600964,-734.86,-290.04,-612.30,2.60,-1.42,-1.10,11.40,27.15,-42.75,
481620975,-729.00,-282.71,-607.91,2.61,-1.24,-1.86,9.45,26.25,-38.10,
481640982,-727.05,-292.97,-610.35,2.87,-3.51,0.66,12.15,28.65,-41.40,
481660994,-736.82,-293.95,-617.68,-1.97,1.24,-3.16,10.65,27.60,-40.65,
481681003,-723.63,-285.64,-608.89,0.63,0.06,2.46,9.00,25.65,-39.00,
481701009,-734.86,-292.48,-616.21,-1.62,3.25,-3.50,11.25,25.20,-40.80,
481721020,-725.59,-285.64,-614.75,-0.37,1.68,-2.67,10.20,28.05,-41.55,
481741028,-727.54,-289.55,-607.42,-0.15,0.18,0.64,11.85,27.90,-39.60,
481761039,-722.17,-279.30,-607.42,-0.49,1.34,-2.99,9.90,27.30,-40.80,
481781047,-736.33,-293.95,-601.56,-1.69,1.25,-0.09,10.35,26.40,-40.35,
481801058,-734.38,-286.13,-612.79,-2.17,-0.61,-1.51,10.50,26.25,-38.85,
481821062,-721.68,-298.83,-612.30,-0.93,1.51,-0.31,10.20,27.00,-40.80,
481841069,-738.28,-300.29,-603.03,-0.78,1.47,-0.61,11.10,25.65,-40.05,
481861078,-731.45,-293.95,-604.00,-1.24,0.93,-3.40,12.00,27.00,-40.50,
481881089,-733.40,-281.74,-616.21,-2.43,2.93,-1.08,11.85,27.60,-40.05,
481901095,-729.00,-284.67,-608.40,0.52,-0.41,-1.15,10.05,25.35,-40.05,
481921107,-730.96,-294.92,-610.35,2.66,-1.18,1.05,10.95,26.55,-39.45,
481941113,-737.30,-291.99,-608.40,0.52,-0.41,-0.20,10.65,25.65,-39.00,
481961118,-725.59,-283.20,-611.33,-1.98,0.55,0.96,10.20,26.55,-41.25,
481981126,-730.96,-301.76,-613.77,0.55,-0.81,-0.46,12.30,28.80,-41.25,
482001133,-739.26,-287.11,-608.40,1.40,-1.82,0.47,12.90,26.85,-40.35,
482021138,-726.07,-279.79,-622.56,1.47,-0.38,0.95,11.25,28.50,-40.80,
482041143,-715.82,-294.43,-604.98,-0.63,-0.81,-0.50,10.50,27.30,-40.50,
482061154,-730.47,-291.99,-606.93,1.88,-0.08,3.18,10.05,25.35,-39.00,
482081163,-733.40,-298.34,-608.89,-0.70,-3.16,2.52,10.95,27.30,-38.85,
482101169,-721.19,-292.97,-619.63,-0.63,-1.91,1.19,12.00,25.95,-40.80,
482121176,-731.45,-295.41,-614.26,0.72,-0.63,2.67,10.65,26.40,-40.35,
482141181,-735.84,-291.02,-614.26,2.73,-1.25,2.17,11.25,26.25,-41.55,
482161187,-731.93,-305.18,-611.33,0.37,-1.86,2.02,11.10,26.40,-41.10,
482181198,-734.38,-298.34,-604.49,0.92,1.77,0.89,10.35,26.10,-39.60,
482201205,-733.89,-290.53,-605.47,1.25,-1.04,4.05,9.90,26.55,-39.45,
482221211,-728.52,-290.53,-605.47,-0.49,-1.02,-0.81,10.35,27.60,-40.05,
482241221,-725.59,-295.90,-609.86,-0.82,2.90,-1.44,12.15,28.65,-40.05,
482261229,-730.96,-293.95,-608.89,0.98,2.03,-0.18,10.35,28.65,-40.35,
482281240,-738.77,-286.62,-619.63,-1.97,0.70,-1.39,10.35,28.20,-41.10,
482301247,-722.66,-295.41,-605.47,-2.87,1.69,-2.78,10.20,26.25,-40.20,
482321259,-740.72,-296.88,-605.47,-0.95,0.49,-1.66,11.40,27.90,-40.65,
482341265,-744.63,-294.43,-607.42,-1.91,2.69,-1.56,9.60,27.15,-38.55,
482361274,-728.52,-292.48,-598.14,-2.00,2.47,-1.98,10.95,27.00,-40.80,
482381285,-730.96,-290.04,-607.91,-2.14,1.73,-2.79,10.20,26.55,-40.50,
482401292,-725.10,-280.27,-609.38,-2.76,2.23,-0.79,10.50,27.30,-40.20,
482421302,-739.26,-288.57,-614.75,-1.57,1.01,-2.03,10.95,27.75,-40.20,
482441310,-737.79,-301.27,-605.96,0.21,1.56,-0.29,11.55,27.00,-40.20,
482461321,-731.45,-272.46,-618.65,-1.82,2.29,-0.41,10.50,27.30,-41.55,
482481332,-738.28,-289.55,-622.07,3.21,-0.85,0.23,12.15,27.60,-39.60,
482501339,-730.96,-294.92,-615.72,1.44,-1.15,-0.58,9.60,26.85,-40.05,
482521346,-739.26,-298.83,-609.86,3.37,-1.40,1.24,10.05,26.85,-41.70,
482541351,-725.10,-304.20,-604.98,2.92,-0.32,-1.30,10.05,27.15,-41.40,
482561355,-728.03,-291.50,-610.84,0.89,-0.92,-0.20,9.90,27.30,-40.50,
482581364,-731.45,-291.50,-605.96,0.89,0.95,0.84,9.90,27.30,-41.55,
482601370,-727.54,-285.64,-613.28,1.34,-0.17,-0.82,11.10,26.85,-41.10,
482621375,-736.33,-296.39,-611.33,1.33,2.08,2.29,10.95,26.55,-38.85,
482641378,-727.54,-298.83,-610.35,1.31,-1.30,-1.97,10.50,26.55,-39.15,
482661384,-733.89,-296.88,-615.23,1.37,-0.34,2.63,11.25,27.30,-40.50,
482681392,-739.75,-295.41,-613.77,2.46,-2.49,1.95,11.55,25.50,-39.15,
482701402,-738.28,-269.04,-618.65,1.80,-0.35,0.50,11.40,27.15,-40.65,
482721413,-740.23,-295.90,-606.45,-1.74,-0.85,-0.61,10.50,25.95,-39.45,
482741424,-731.93,-291.50,-602.54,0.47,-1.92,0.95,11.25,27.30,-40.20,
482761434,-742.19,-303.22,-600.10,3.60,-1.16,2.09,10.35,25.65,-41.10,
482781443,-730.96,-283.20,-607.91,0.95,0.93,0.27,9.15,25.95,-38.85,
482801450,-732.42,-298.83,-613.77,-2.35,-0.21,-2.81,9.60,26.85,-38.55,
482821456,-739.26,-292.97,-611.82,-0.55,0.37,0.44,10.95,27.00,-40.50,
482841461,-715.82,-298.83,-625.00,-1.22,0.08,-3.04,11.85,27.90,-40.65,
482861471,-738.77,-291.50,-626.95,-0.55,0.89,-1.27,11.25,27.30,-39.75,
482881477,-743.65,-281.74,-605.96,-1.04,1.94,-1.31,11.25,26.55,-40.80,
482901488,-739.26,-292.97,-615.23,-1.19,2.24,-1.89,12.45,26.10,-37.95,
482921495,-729.00,-285.64,-609.38,-2.52,1.50,-2.46,9.60,27.90,-39.00,
482941507,-727.54,-291.02,-608.89,-2.40,1.08,-0.76,10.35,26.85,-39.00,
482961513,-729.49,-300.29,-615.23,-2.18,1.86,-2.61,11.55,27.75,-40.20,
482981520,-729.49,-298.34,-604.49,-0.78,1.19,-3.31,9.90,27.75,-41.25,
483001528,-736.82,-291.02,-608.89,-1.50,3.53,-2.09,12.60,27.75,-40.50,
483021539,-741.21,-295.41,-604.49,-1.57,2.34,0.60,12.00,28.80,-39.45,
483041547,-734.38,-295.41,-615.23,-0.12,0.79,0.12,12.00,27.30,-40.20,
483061558,-732.91,-289.55,-607.42,1.73,-1.37,0.31,10.35,26.10,-39.60,
483081565,-728.52,-294.43,-624.51,-0.35,1.77,0.46,9.30,24.60,-39.00,
483101575,-729.49,-287.11,-610.84,0.37,-0.31,0.41,12.00,27.30,-40.50,
483121581,-739.26,-287.11,-593.75,0.50,-2.96,1.66,10.50,27.00,-39.45,
483141586,-736.82,-290.53,-606.93,1.15,-2.72,0.95,10.95,27.00,-40.20,
483161592,-727.54,-280.76,-604.00,0.53,-1.50,1.77,11.10,26.85,-41.10,
483181600,-736.33,-276.37,-612.79,2.27,-2.76,-0.35,11.25,28.05,-39.75,
483201607,-745.12,-290.04,-603.03,1.76,-1.59,-0.32,10.65,26.85,-40.65,
483221617,-730.47,-285.64,-603.52,3.27,-1.40,0.64,9.00,26.10,-39.30,
483241622,-721.68,-298.83,-604.49,1.42,0.08,1.54,11.40,27.90,-40.05,
483261627,-733.40,-286.13,-604.00,1.95,-0.31,-0.84,11.25,26.55,-40.20,
483281635,-732.42,-285.16,-604.00,0.44,-2.05,-0.79,12.00,27.30,-39.75,
483301641,-726.56,-285.16,-617.19,1.57,-1.02,-2.43,11.25,27.30,-41.25,
483321648,-731.45,-294.43,-611.33,0.81,-3.11,1.40,11.10,27.15,-41.10,
483341658,-735.84,-291.50,-605.96,-0.49,1.97,-2.58,11.25,28.05,-39.45,
483361670,-735.35,-292.48,-607.91,0.24,1.15,-1.57,11.10,27.60,-40.35,
483381681,-743.65,-296.39,-605.47,-1.21,3.85,-1.16,10.20,27.30,-40.50,
483401689,-739.26,-290.04,-617.68,-2.40,3.45,-3.53,11.10,27.15,-40.65,
483421698,-724.12,-291.02,-606.93,-2.53,0.09,-2.23,10.95,27.00,-40.80,
483441710,-730.47,-289.06,-617.19,-1.65,2.44,-1.01,12.15,26.40,-40.65,
483461717,-739.26,-278.81,-604.00,-0.35,2.46,-0.99,11.10,27.90,-40.65,
483481724,-738.28,-288.57,-608.89,-1.50,-0.95,-1.80,11.25,27.00,-40.20,
483501733,-728.52,-284.67,-602.54,-1.98,-0.99,-0.32,10.65,26.40,-39.30,
483521738,-728.52,-280.76,-609.86,-1.62,2.63,-1.63,11.10,26.40,-40.65,
483541744,-726.56,-288.57,-612.79,-3.19,2.50,-1.34,10.95,29.25,-40.50,
483561751,-742.19,-287.60,-598.63,-1.95,-1.39,-0.95,10.65,27.60,-41.70,
483581760,-739.75,-284.67,-608.40,2.24,-0.70,2.24,9.60,26.85,-39.30,
483601767,-734.86,-297.36,-611.82,0.64,0.14,0.02,10.95,27.30,-40.80,
483621777,-731.45,-288.57,-603.03,1.33,-0.73,1.07,11.40,27.15,-41.40,
483641789,-735.35,-278.32,-604.98,1.60,-0.63,1.48,10.50,25.20,-39.15,
483661793,-728.52,-294.43,-604.00,3.18,-2.29,-0.52,11.10,28.95,-40.35,
483681804,-738.77,-291.50,-608.89,2.20,0.32,1.74,11.25,27.00,-39.75,
483701815,-730.96,-288.09,-606.45,-0.27,-0.37,2.44,10.05,28.65,-41.10,
483721822,-721.68,-300.29,-608.89,0.78,-0.49,2.72,10.35,26.85,-39.30,
483741834,-741.70,-286.13,-606.93,0.98,-1.04,2.56,11.25,25.95,-41.25,
483761838,-729.98,-281.25,-600.10,1.05,0.12,-0.05,11.10,27.15,-39.30,
483781849,-732.91,-287.11,-605.47,-0.23,0.26,-1.24,11.85,26.40,-40.35,
483801855,-740.23,-296.88,-607.91,0.64,0.12,0.34,10.35,27.90,-38.55,
483821865,-728.03,-280.76,-611.33,-1.76,2.47,-2.17,9.60,27.60,-39.60,
483841872,-738.77,-290.04,-613.28,-3.21,1.53,-2.53,10.95,27.75,-38.85,
483861879,-741.21,-291.02,-610.84,0.11,1.51,-0.32,12.15,27.15,-39.00,
483881888,-733.40,-301.27,-625.00,-1.44,1.27,-1.98,10.20,27.30,-40.20,
483901894,-743.65,-290.04,-606.45,-1.53,2.06,-0.53,11.10,25.65,-40.05,
483921903,-722.66,-295.41,-609.38,-1.82,1.28,-1.33,11.25,24.45,-39.45,
483941909,-737.30,-291.99,-598.14,-0.29,1.05,-1.79,9.15,26.25,-38.10,
483961920,-727.54,-294.43,-616.21,-1.01,1.15,-1.54,11.40,27.90,-40.35,
483981927,-726.56,-298.34,-625.00,0.40,0.95,-2.02,10.65,27.60,-39.60,
484001936,-731.45,-290.04,-618.65,-1.11,-0.29,-2.76,10.20,25.50,-41.85,
484021941,-735.84,-298.34,-618.65,-1.79,-1.40,-3.91,12.30,26.55,-40.20,
484041946,-735.84,-303.71,-610.84,-2.14,0.98,-2.03,12.00,26.55,-40.80,
484061955,-733.40,-278.81,-614.75,-1.50,0.47,-3.36,10.35,26.10,-41.10,
484081964,-735.84,-291.99,-616.70,0.81,-1.53,1.76,11.85,26.40,-41.70,
484101971,-731.45,-294.92,-622.56,0.09,-0.58,-0.27,11.25,27.75,-40.20,
484121977,-737.79,-292.48,-615.72,2.34,0.84,-1.79,10.05,26.85,-40.05,
484141988,-744.14,-277.83,-606.93,0.08,-1.10,1.24,11.25,26.55,-40.20,
484161995,-727.05,-308.59,-616.70,-0.53,-1.02,-0.52,11.25,27.75,-41.25,
484182006,-734.38,-284.18,-605.47,0.79,-1.16,-0.60,11.40,28.20,-41.10,
484202012,-729.49,-294.43,-614.26,2.56,-1.18,1.95,12.00,27.75,-40.20,
484222019,-724.61,-284.18,-601.07,2.50,-1.10,0.53,10.35,28.65,-40.05,
484242030,-732.91,-297.36,-614.26,1.65,-0.79,1.40,9.30,28.20,-39.30,
484262035,-739.75,-296.39,-605.47,1.88,-1.66,0.38,11.10,27.15,-42.00,
484282040,-732.91,-288.57,-617.19,1.40,-2.08,-1.31,12.60,26.55,-41.55,
484302049,-729.00,-297.85,-599.61,0.37,-0.60,2.08,9.90,28.05,-40.80,
484322058,-739.26,-288.57,-616.70,1.53,-0.32,-0.35,11.25,27.00,-39.45,
484342064,-734.38,-298.83,-605.96,-0.58,-0.66,0.55,9.60,26.10,-39.60,
484362071,-730.47,-278.81,-607.91,-0.96,0.21,-3.80,11.55,27.30,-41.25,
484382080,-736.33,-291.02,-607.91,0.53,3.51,-1.28,12.00,27.00,-39.75,
484402085,-734.86,-281.74,-613.28,-1.39,0.63,-1.31,9.45,27.30,-39.75,
484422096,-741.70,-289.06,-617.19,-0.20,3.48,-1.04,10.50,26.25,-40.50,
484442107,-737.79,-297.85,-607.42,0.40,1.07,-2.70,11.85,26.40,-40.35,
484462114,-733.89,-297.36,-605.96,0.05,-0.21,-0.47,11.55,27.75,-40.20,
484482124,-740.72,-296.39,-610.35,-1.66,2.09,-0.84,10.65,27.90,-40.35,
484502133,-737.30,-297.36,-615.23,0.02,0.43,0.40,11.40,25.35,-40.05,
484522142,-745.61,-291.02,-612.30,-1.31,0.00,0.34,11.10,26.85,-41.70,
484542146,-740.72,-285.16,-610.84,-2.67,0.84,-2.44,11.55,26.55,-39.75,
484562155,-733.89,-296.39,-610.35,-3.10,2.31,-0.03,10.35,26.85,-39.30,
484582161,-734.86,-281.25,-624.51,-1.69,1.01,-0.53,11.55,27.00,-39.15,
484602169,-737.30,-288.57,-610.35,0.55,1.04,1.66,12.15,26.85,-41.40,
484622173,-745.12,-279.30,-609.38,2.35,-1.86,-0.41,10.50,28.05,-40.50,
484642185,-729.49,-297.36,-607.42,2.53,-0.61,2.21,10.50,26.55,-38.85,
484662190,-729.00,-283.20,-608.89,-0.98,-2.41,-1.02,12.90,27.15,-40.35,
484682195,-745.12,-294.43,-606.93,-0.14,0.06,0.75,11.10,26.85,-40.65,
484702204,-729.00,-294.92,-605.96,2.03,-1.65,2.06,11.40,26.10,-40.35,
484722214,-733.89,-297.85,-612.30,1.13,-0.17,1.63,11.25,27.00,-42.30,
484742222,-729.98,-282.71,-597.17,1.74,-1.22,-0.49,10.95,27.30,-39.75,
484762232,-733.89,-290.53,-611.33,0.23,-0.03,0.87,8.70,28.50,-39.15,
484782240,-733.89,-288.09,-599.61,1.18,-0.32,0.46,10.05,25.35,-37.50,
484802246,-723.14,-281.74,-611.82,2.03,0.37,2.32,12.00,26.55,-39.75,
484822253,-727.54,-283.69,-611.82,0.99,-1.74,-0.95,11.55,27.75,-40.50,
484842263,-738.77,-304.69,-615.72,-0.52,1.62,-1.28,10.95,27.75,-39.75,
484862274,-730.96,-284.18,-605.47,-1.44,0.82,-0.66,11.10,27.15,-41.10,
484882283,-730.96,-300.78,-609.38,-0.92,1.48,-2.82,10.50,27.30,-41.85,
484902290,-732.42,-278.81,-615.23,-0.81,2.98,-2.23,11.10,27.15,-40.05,
484922299,-736.82,-289.55,-608.40,-0.50,0.09,-1.05,11.40,27.60,-40.05,
484942305,-732.42,-291.02,-608.40,-1.48,2.35,-0.79,11.85,27.90,-40.05,
484962316,-741.21,-287.60,-618.16,-1.40,0.63,0.02,10.95,27.75,-40.80,
484982327,-729.98,-291.02,-612.79,-1.45,0.02,-1.77,12.60,28.65,-40.05,
485002335,-742.19,-283.69,-596.19,-1.44,0.32,-2.23,10.65,26.25,-40.80,
485022342,-739.75,-289.55,-599.61,-0.08,0.73,-1.50,11.10,27.00,-40.50,
485042353,-749.51,-281.25,-601.07,2.85,-0.53,-0.64,11.10,26.85,-39.00,
485062361,-731.45,-303.22,-608.40,-0.53,-0.26,-0.20,9.90,26.55,-39.45,
485082373,-737.79,-292.97,-607.42,-0.76,-2.69,-0.89,9.15,25.95,-38.40,
485102379,-752.93,-296.88,-610.35,0.35,1.80,0.05,10.95,27.00,-39.45,
485122384,-739.75,-285.64,-605.47,1.39,-1.74,-1.63,11.10,27.15,-40.05,
485142389,-729.49,-283.69,-616.21,0.67,-1.16,1.33,9.45,27.30,-40.50,
485162400,-728.03,-303.22,-608.89,1.68,-0.37,-1.04,11.10,27.60,-40.65,
485182408,-746.58,-302.73,-594.73,0.87,0.09,1.98,11.55,28.50,-40.50,
485202420,-738.77,-290.04,-601.07,2.40,0.11,1.53,10.95,26.55,-39.15,
485222429,-734.38,-295.90,-593.26,-0.08,0.15,-0.79,11.55,27.00,-40.80,
485242435,-739.26,-297.85,-606.93,2.23,-1.45,1.54,10.35,27.60,-40.35,
485262440,-729.98,-281.74,-616.21,-0.44,-1.54,0.69,10.35,26.85,-38.25,
485282451,-741.70,-289.06,-609.38,-1.24,2.21,-2.47,10.20,27.00,-40.50,
485302460,-746.09,-289.55,-609.38,-3.08,0.64,-1.59,12.15,26.85,-40.35,
485322470,-732.42,-279.30,-614.75,-1.53,0.31,-2.17,10.95,27.30,-41.55,
485342476,-748.54,-303.22,-622.56,0.66,1.94,-2.00,12.15,27.15,-41.70,
485362488,-743.16,-287.11,-613.77,-2.17,2.89,-2.70,10.50,26.55,-39.75,
485382493,-733.40,-301.27,-609.86,-1.50,0.06,-0.66,11.40,25.65,-38.25,
485402500,-736.33,-295.41,-606.45,-1.94,2.20,-2.15,11.55,27.00,-39.75,
485422509,-738.77,-284.67,-610.84,1.24,0.81,-1.01,10.95,28.80,-39.45,
485442516,-742.68,-298.34,-611.33,0.27,0.53,-1.73,11.10,27.60,-40.05,
485462523,-729.00,-297.36,-602.54,-1.56,1.13,-1.37,12.60,26.55,-39.75,
485482531,-733.89,-288.57,-601.56,-0.09,1.47,-2.18,10.50,28.05,-38.40,
485502538,-728.52,-275.39,-615.23,0.38,-0.43,-0.24,9.90,26.55,-39.15,
485522544,-725.59,-302.73,-613.28,1.69,0.02,-0.20,11.10,27.60,-41.70,
485542549,-735.35,-283.69,-605.47,0.03,-2.17,1.94,10.05,27.15,-40.05,
485562557,-736.33,-295.41,-603.52,0.60,-1.76,-0.03,11.25,25.95,-40.50,
485582565,-727.54,-304.69,-611.82,0.96,-0.11,-1.63,12.00,27.75,-40.50,
485602575,-724.12,-287.11,-606.45,1.16,-1.36,0.23,11.55,26.55,-40.20,
485622584,-729.00,-298.83,-602.54,2.41,-1.97,0.95,11.85,26.40,-40.65,
485642591,-735.84,-286.62,-609.38,0.61,1.33,1.59,9.90,25.95,-39.45,
485662599,-754.39,-291.99,-617.19,2.29,0.35,0.06,10.05,26.40,-40.65,
485682611,-729.98,-278.81,-610.35,1.22,-0.56,-1.27,9.45,26.25,-40.20,
485702618,-734.38,-285.64,-605.96,0.58,-0.34,-0.02,11.25,26.55,-40.20,
485722627,-729.98,-291.02,-605.47,0.31,-1.31,-1.80,10.35,25.65,-41.40,
485742633,-731.93,-301.27,-613.28,-0.64,1.39,0.18,11.25,27.75,-39.15,
485762640,-736.33,-283.69,-604.00,1.24,-2.70,0.85,10.50,27.00,-41.55,
485782649,-735.84,-291.99,-609.86,-1.97,-0.44,-3.42,10.65,26.40,-38.55,
485802660,-729.00,-267.58,-618.16,0.21,0.61,-0.56,9.45,27.00,-40.50,
485822668,-728.03,-285.64,-601.56,-0.93,0.34,-1.45,10.20,27.00,-41.25,
485842675,-731.93,-292.48,-610.35,-2.06,2.87,-0.66,11.55,28.50,-39.75,
485862683,-737.30,-289.06,-615.72,-0.99,2.55,-5.10,10.95,27.00,-39.75,
485882694,-729.00,-288.09,-604.98,-1.94,2.12,-1.82,10.65,27.90,-40.05,
485902705,-738.28,-283.69,-607.91,0.73,-0.41,0.21,11.10,27.90,-40.65,
485922716,-732.91,-287.11,-610.84,-0.29,1.80,1.57,9.00,26.40,-38.25,
485942726,-736.82,-299.32,-604.00,-1.74,1.16,-1.89,11.85,24.60,-39.00,
485962734,-748.05,-290.53,-611.33,-1.08,1.63,-0.09,10.50,27.30,-39.75,
485982745,-742.19,-292.48,-592.77,2.61,-0.84,-1.60,10.95,27.75,-40.50,
486002754,-735.35,-292.97,-605.96,0.08,-1.07,-0.23,11.40,27.15,-39.60,
486022758,-738.77,-294.92,-610.35,-0.26,-0.06,2.24,12.45,27.15,-40.05,
486042764,-732.42,-286.13,-609.86,3.27,-1.13,0.60,11.40,26.10,-40.05,
486062776,-727.54,-290.04,-615.72,0.69,-1.73,0.21,10.05,26.40,-38.25,
486082781,-740.72,-288.57,-603.52,0.72,0.21,0.50,11.85,27.90,-40.05,
486102789,-735.84,-294.92,-606.45,1.71,0.02,1.65,10.95,28.80,-40.20,
486122801,-736.82,-288.57,-603.52,0.99,-0.12,-0.12,11.85,25.65,-40.05,
486142806,-734.38,-282.23,-608.40,3.47,-0.81,-0.46,12.00,28.05,-39.45,
486162813,-730.96,-278.81,-600.59,0.90,-0.38,0.18,12.00,27.30,-39.45,
486182824,-748.05,-294.92,-603.03,2.20,-1.62,0.14,10.95,26.25,-39.75,
486202832,-731.93,-292.48,-608.40,2.20,0.14,2.37,10.20,27.00,-40.20,
486222840,-744.14,-287.60,-605.47,1.34,-0.38,-1.07,10.05,27.15,-38.55,
486242849,-725.10,-269.53,-608.89,-2.15,1.48,-2.76,11.25,25.50,-39.15,
486262860,-732.42,-285.16,-595.70,-1.66,0.08,-2.72,12.45,26.85,-38.55,
486282869,-734.86,-285.64,-601.07,-1.37,-0.05,-3.59,11.40,27.90,-39.30,
486302878,-737.30,-293.46,-599.61,-0.99,0.35,-0.56,10.50,26.55,-37.80,
486322883,-744.14,-279.79,-613.28,-0.38,3.34,-1.40,9.60,26.10,-40.65,
486342894,-737.30,-295.41,-609.38,-0.99,2.32,-1.59,12.00,26.55,-39.45,
486362899,-738.77,-282.23,-623.05,-1.47,1.86,-1.85,9.45,26.25,-38.40,
486382905,-729.00,-289.55,-612.30,-1.48,2.03,-2.14,10.95,27.00,-39.15,
486402912,-731.45,-293.95,-609.38,-1.97,3.40,-1.86,11.25,27.75,-39.45,
486422920,-728.03,-286.62,-609.38,0.60,0.43,-2.06,12.15,27.90,-39.60,
486442930,-735.35,-302.25,-593.75,-0.85,1.69,-0.29,10.65,27.15,-39.60,
486462942,-741.70,-292.48,-601.07,2.99,-2.05,0.27,9.45,27.30,-39.15,
486482952,-727.05,-293.95,-605.96,-0.12,0.02,1.66,10.35,27.90,-40.35,
